,qname,teloBPLengths
167,25688881-dc29-4767-9773-f9b9989d54d8,132
168,2607442a-1c3e-4ef0-a2b6-1e848db1516e,2106
169,2652fd7c-46b9-4e3c-862c-62c3fd29e585,120
170,27663854-4ed7-42f1-baec-1d62fccc10ae,4776
171,2878e759-82ab-4d44-bd5e-f0b8ecf360c5,444
172,1fa7df56-4073-4738-9c6f-d14716196144,234
173,20630122-39e5-4298-a80c-faa2913316e1,3072
174,245bd075-288e-4ea2-803e-819b63b9f9a8,84
175,25a0500c-71ac-4c8a-b878-bbb118334e75,2706
176,3621c553-6e67-40a4-9961-175ff9df6ec1,3180
177,375ec19e-c6be-4e3e-8fb8-99b4bb6f28c0,4320
178,3781c721-fee4-478f-834b-46bc9a704595,516
179,37880388-cc79-4437-bfa6-9bc16d2cf05e,4104
180,3897eb0d-7ca7-4e05-a1f9-4094900ffa82,5190
181,24aa182d-ca53-473a-8aae-f634481421b1,5100
182,2630d5be-8363-43ef-9df6-203a9f339751,342
183,26504154-2009-40d1-b915-78867fbdb64c,2796
184,26ca2a9a-2b27-4137-965b-9084a6f7ae82,3252
185,298fed62-bab7-4f2c-8681-73a66dc69565,2232
186,29b54cc2-2e74-43b8-b13f-ac7f2761e92d,2196
187,2b8ddb20-57d8-4e3c-83b6-523a04094ba2,2016
188,2d042057-b437-4451-a2bd-b91369e88234,1680
189,2fbaef19-01eb-43bf-a1c6-f9f1f776c6b9,5634
190,39d2d5cf-f371-4121-a582-02923c9551d2,66
191,3ab30369-d657-47c6-abed-bc477b0c110d,120
192,3ab6d59b-054c-4e09-8052-c94bdcf1b48e,138
193,3cf0c3ec-9bfd-45b0-9218-001c1fb3698d,6480
194,3da8de8f-3164-4474-8530-3b4f60d76048,4128
195,3e1519f5-8fa6-4ba8-a53c-2d07ecade952,2202
196,19982cb0-ba65-4964-ac0d-b7dca9677a33,4374
197,2fe3765f-9a58-403d-b381-5e5a4aeae341,228
198,3126c49a-8eca-4f25-ad01-2be8062711dd,1974
199,27b771bf-a13e-42f4-9972-7cb5e74223ff,3318
200,28fc8f20-63e6-43f8-b02e-c8f4cb973386,132
201,2a07ea58-b3c7-45c0-acd1-3129409a5409,210
202,2a1389f9-d15d-4366-b097-1d649d55b8da,3258
203,2bf1c15a-cd91-4f9b-88ae-f1a9f88fe11f,438
204,2cc709e6-691e-4ee7-83ed-55608a786161,1956
205,2d660145-c1aa-4633-98c4-edc7dee8b445,1620
206,2dee541a-ec60-43b0-83f1-ad696314d272,3042
207,2defb7ec-5fee-4c84-8255-69d5bb3db700,2694
208,30e177ba-ddb4-4e78-84d7-c542c42f4710,2094
209,3efaa8f4-5100-4def-98a8-2d2866c7313c,1722
210,4055ebd1-57fb-432e-8b62-3bec46a1662d,4134
211,41343580-299c-4cc2-99ee-b19bc1b5c3dd,3534
212,306053df-2c9d-4ebc-b89e-89f89e4e903f,2820
213,30e0c0e4-b542-4a63-8e42-1992f2be6c41,3492
214,319f1c2f-4e74-4f64-b511-9fd97ce779fe,5898
215,42aa7b92-6ff1-4a82-8cf1-ae572030c1b7,2796
216,43c90036-37d0-4ec0-9fd2-74c619978d5a,8178
217,314f2051-ed3e-459a-be82-5b5fa452b91a,144
218,31c3ad1b-3b22-4204-8a77-80d21324f969,4140
219,448ab1e7-6bb0-4133-b314-e696b848a013,3498
220,461c2cc8-c8ed-4328-b74f-d5e4180d344e,2844
221,46413e78-2bf8-46ba-a9b5-8ad6840ed609,372
222,470825c9-6fe6-423a-8621-5c34a4b3bf96,8046
223,3285dca3-02d0-4492-b5e9-dadf92c15d07,2586
224,328d1a96-938a-4dcd-8009-3f96436e0fa7,570
225,1aea7ea6-4fee-4b72-b6ec-644db3f8604d,3948
226,1b3dfcd5-8867-4df0-bb55-4c6004ba9ca1,3402
227,1c3e7f10-7158-4071-97f2-76a60d9d0508,4710
228,1deb58fa-e532-4c2b-962f-d0754f951f46,4920
229,1e16a9ec-556e-49b3-bef7-173e122cd2f5,180
230,1f1adee5-e264-4323-8c5e-19c4e58d3d54,2028
231,32d03659-dbaf-4afc-8770-d1edfeafbbf7,4218
232,32fd0ebc-65af-4311-8048-830060ba49c0,270
233,3418d34e-f0c9-4707-a6fe-318ba86a244c,150
234,4807f14f-56a5-4763-afe5-72c03b41093a,3246
235,4871cd32-72d5-41bc-b6c1-66a883ec8865,438
236,35f358db-1f03-4f56-8f58-4e34725d246f,3948
237,36d80fe8-97fa-4fdf-9ee6-ba3d61bbd11c,1836
238,3724cd4f-0daa-4bc3-91af-9c595bcdc046,3942
239,37e5fa57-33d1-4a60-b99a-c5d2b1434e52,1566
240,1eedddd1-9ae9-4009-bc67-867b5b0e952e,3666
241,1fde1993-1a07-4fa1-881f-ca0e745820da,3216
242,20d914fb-180e-4511-b0d6-34c6c2394035,60
243,39675f20-33f5-40f0-8c3d-535875641ba5,2814
244,39f40c2c-a3f3-4433-9aac-c1f6fcb76969,4830
245,2104760c-1bf3-4d7b-80f3-dc50eccd5ac2,48
246,214110af-8b23-441f-a951-0b8e9d2e975e,5202
247,4973484b-021a-479b-8fe2-34d8e1cb6e32,1848
248,4a0373cb-4b28-439b-be08-ee48705b6803,3474
249,4c5f7f21-fe4c-46b8-a412-6bec121c48d0,3114
250,4cbe6f97-bf0e-4643-b23c-a22a0899086e,4644
251,4cedf6da-f50c-4252-a217-6520df4a93c7,1578
252,4dccd2d0-c93b-4baa-bea8-86c9f62e3b69,2778
253,4f9389d4-da47-4c5c-8fcd-117cb2f2857b,2880
254,50658553-1299-4923-94cb-ceb80df0a97e,4440
255,344774fa-e2e3-47de-88b6-0c7f158259c3,30
256,359e12d3-1717-4e64-80ac-1500cce79a1b,2712
257,35fbd43c-77f2-4e8b-9e90-ed651a24d67b,3702
258,3ae1751d-0ff4-435b-a804-4e3d51961fed,4740
259,3b26c61e-a8fa-46bf-8434-70ab0eb42919,8400
260,3d483ce5-2acd-41d0-8e35-1750c4bc1e0a,2838
261,3dcff548-aeab-47ae-83a2-95e41ce985f4,456
262,519599e8-0a3f-4bba-99f5-ea44a4d65bd8,2808
263,51a585c8-288b-46a2-9776-e23df9346298,3156
264,21eed0a5-152e-4b31-9cc4-96d59b9cf7e8,606
265,225f2a81-f473-4b38-8b7e-ea5f688e1932,1998
266,22cd1453-07ad-415e-94c8-c1cbfbc0a31e,4554
267,23cbf665-8e34-4bf9-8f2e-772ec42b5fd5,2532
268,23db9c66-9ad7-4f70-b175-e09417a7ed3f,2592
269,24b683f1-5a0a-4ec6-a14e-c086071bda53,2766
270,24de7998-7bd9-4c58-8093-d1d8293d8eda,4740
271,25ed23ac-7940-498f-8be3-2114661c2513,1956
272,26c0e545-addb-4735-9e6b-0497e401171d,294
273,2723f106-4060-4924-a61c-69f04cedc653,4458
274,5284ee00-0eab-45b3-af33-e27eadb1885b,3306
275,531ad691-6c45-41a7-b833-282b595b7666,102
276,5473d1d1-bdc7-4acf-8b8d-c1c0e4ca599f,2196
277,556dd94b-6446-4202-8773-39e2973827b9,5202
278,5798e6fc-73cb-4e72-b211-c25bf771eafc,4428
279,57dcebe4-bc41-44e7-a9bd-50681c63c93f,2112
280,2868d6d5-6a71-4a3c-b38e-3bb58ee10264,138
281,297985aa-ebf0-4b39-8da7-6bc7a989a6b2,3390
282,2b459ff4-42b5-4c52-a451-d8c2ac2ecfc3,3492
283,2c9097f7-df4c-436d-bb4a-6868864cdcb0,120
284,2cf5bc31-0a63-4f5f-a40f-81503e03b0f2,180
285,2e4fd90e-0610-4c5c-9e6d-37e6e581bc9e,5070
286,2ed24d86-876c-477c-88e2-77ba6161d7a9,3042
287,5877a23a-26ab-4457-830f-6da6a1bfda82,7128
288,58b85f2e-cfa9-49a8-9eca-f74849d12d41,1866
289,58cfd553-d117-4e0c-a124-0d9b7bfe4f8d,5604
290,59cfcde5-f1b8-40dc-a98b-ba94bc96704c,3978
291,5b374286-216a-4772-9804-10cdd38d55cf,3198
292,303333d5-4266-49ae-86b0-5944b7e82f70,4824
293,361e718a-ff00-4576-bf5b-8891e9f38e12,4980
294,31228e15-ac85-472a-b440-bdffccd89099,3450
295,31abc01b-048f-4632-a7f0-2b2a62a8dafa,5028
