,qname,teloBPLengths
0,0029c921-e7ca-4d8e-b7ca-ae43089d0c01,3636
1,0073fa02-facf-4d2c-add7-e31ca29f18b1,132
2,004418a5-34dc-4a24-b06e-64da975d612e,3228
3,0152ae1d-8c49-4a24-8428-3eb449d3d969,3552
4,016ef48c-08ca-4c2f-b385-fa4ab9435194,2934
5,0106368d-1c26-4c08-911b-b88f1fb17442,4008
6,03b05f39-3947-40f3-8d76-5c965d1ff1bc,138
7,04bfef56-d047-4e8a-ac80-efc9e8d7381c,5460
8,009ffac9-9648-4241-b112-e4e32a2eb5a1,3084
9,00a10fbd-275d-47f6-b9c7-87eaf058226d,588
10,028da262-84f6-4596-99b0-a35f9d301656,78
11,029956c8-537a-478f-b9ae-e7b8efc7c7b7,3246
12,02bfe233-19f5-4965-a4eb-212fbd96fa07,138
13,02fec1eb-b226-4889-a139-3837fd712cda,2442
14,03324f15-8bd2-4a86-84a8-a598908b14eb,3498
15,0364ab98-4ef9-45f1-ba23-43d9847c30a4,3516
16,03ed179a-38d8-4f01-85d3-8c18e9980155,84
17,043166e6-a883-452b-9430-4d48c26b1886,2154
18,04767625-778c-4af8-845e-8283cb503e23,2724
19,048accfa-b62a-4202-9892-2d0d4752416d,6
20,049f4e89-d0fd-41cf-9d34-6b1e5331ac5e,3318
21,049f602b-2b66-4765-bc67-62f57ab186c9,3684
22,0508ecd4-c605-4e49-bd9f-d60c73f2ec89,1314
23,059a7213-87d6-4383-8953-b812240e1c60,192
24,05b7df12-4f66-486b-a3c9-874b9778ca3a,4770
25,05e94dd2-03bc-44f8-8ced-01bee49b8a5a,1794
26,05f89e7f-6a4b-4551-8220-efdb64c116de,2904
27,0636b3c3-01a9-45e1-9e6e-2cacd134e22b,2676
28,0673385d-943a-4426-ac09-baeca5ec0aba,366
29,0677759d-0eb9-4dac-8e26-740b29d54642,2694
30,07588fcd-6815-465c-a41e-c8ab9fc6cf25,822
31,07c1fe99-1cbb-4cb8-99c5-7bdf254f4693,1596
32,07d5e61b-efd7-4d1e-8061-f95214026f62,1176
33,0805a62a-61ae-4094-9897-137f178d4c64,870
34,080f3bd4-eb45-40be-832e-06113795ec9f,2118
35,0810c13e-0664-4bf7-9a2a-91377d8f37a3,2352
36,082f1d2f-057c-4a28-974d-6bdc67a80d3c,900
37,0888228d-0d5a-4bee-b97a-882ee524f0fb,30
38,088e7743-3bd3-4384-aaa5-3620f60e5523,18
39,08c54e7b-1fc2-41dd-a686-da91bd48412f,168
40,08c9f56c-1ead-4d29-b73a-d7bc5156d3fe,3834
41,08e39a59-53f8-4070-b124-61c78f4118f5,2376
42,08faf7ee-5615-4512-9268-13d07c8800da,4482
43,0966d260-b804-4c65-a7d6-eb675b5bb478,36
44,0971c15b-2b41-445e-b5aa-49773f845fdc,4254
45,097fbe75-c178-43e4-85e5-8e048c955372,3336
46,09e5a306-9150-445c-bc06-8a1b3b7b88e4,3690
47,0a5c7cc2-50d8-4307-a874-3067c418075d,2430
48,0a7cac32-bbd9-4ec4-a268-570871a7f2af,258
49,0ad4a0c9-b8f5-4023-be49-8546d152ab4c,3060
50,0b3511e8-b873-45cb-b2d0-0b1e098e4ff8,6
51,0b731ebb-824f-4875-a568-d81671c7c386,2202
52,0bd66c71-df3a-44db-8cc4-9248430b60c4,672
53,0bf37962-243e-4ef1-8098-e3f76eafbd46,336
54,0d0da55c-83b4-459f-ac47-fb9e118f6dff,2058
55,0e5b19f6-5351-4b33-8607-2dd2e7f18a05,282
56,0eb2693f-177b-410d-9aa5-4f7cccdc7159,3528
